alpha1,alpha2,alpha3,rank,auroc,fpr_at_95tpr,detection_error,threshold_at_target_tpr
0.5,10.0,0.5,32,0.9890422121981935,0.038675742574257425,0.04024448497481328,0.9935850501060486
0.5,12.0,0.5,32,0.9892074322563834,0.038366336633663366,0.03963924352961611,0.9935979247093201
0.5,14.0,0.5,32,0.9893546714868855,0.038675742574257425,0.03917513461872502,0.9936058521270752
0.5,16.0,0.5,32,0.9895093744571826,0.038675742574257425,0.03917513461872502,0.9936195015907288
0.5,18.0,0.5,32,0.9896164112710613,0.038675742574257425,0.03917513461872502,0.9936321377754211
0.5,20.0,0.5,32,0.9897097080184992,0.037747524752475246,0.03917513461872502,0.9936448931694031
0.6,10.0,0.5,32,0.9889446746895084,0.03681930693069307,0.04042632881709226,0.9936047792434692
0.6,12.0,0.5,32,0.9891166799656939,0.03681930693069307,0.04042632881709226,0.9936149716377258
0.6,14.0,0.5,32,0.9892686688487927,0.03681930693069307,0.03948454055931908,0.993626594543457
0.6,16.0,0.5,32,0.9893992842952057,0.03558168316831683,0.03880873284696889,0.993640124797821
0.6,18.0,0.5,32,0.989504285543686,0.03589108910891089,0.03834462393607781,0.9936517477035522
0.6,20.0,0.5,32,0.9896089475312664,0.03589108910891089,0.03858346360951885,0.9936608672142029
0.7,10.0,0.5,32,0.9885324726962827,0.038366336633663366,0.04153639048115335,0.993626058101654
0.7,12.0,0.5,32,0.988713977277662,0.038366336633663366,0.04090400816397429,0.9936364889144897
0.7,14.0,0.5,32,0.9888797062272017,0.038056930693069306,0.040651598054542305,0.9936508536338806
0.7,16.0,0.5,32,0.9890237224791558,0.03650990099009901,0.040298766718777114,0.9936628937721252
0.7,18.0,0.5,32,0.9891343215324823,0.03712871287128713,0.03952525186729197,0.9936736822128296
0.7,20.0,0.5,32,0.9892208330619247,0.03681930693069307,0.03952525186729197,0.9936833381652832
